name,affiliation,department,gold_email,gold_website
B. Greenberg,Princeton University,Physics and Astronomy,,
Andrey Starikovskiy,Princeton University,Medicine,,
Arthur Spirling,Princeton University,Social Sciences,,
Caryl Emerson,Princeton University,Social Sciences,,
R. Lunsford,Princeton University,Physics and Astronomy,,
Xin Gui,Princeton University,Materials Science,,
M. McConnell,Princeton University,Physics and Astronomy,,
Jonathan Kastellec,Princeton University,Social Sciences,,
A. S. Bakshi,Princeton University,Physics and Astronomy,,
F. Simpson,Princeton University,Physics and Astronomy,,
Mike Kestemont,Princeton University,Computer Science,,
Susan J. Wolfson,Princeton University,Arts and Humanities,,
Richard W. Bulliet,Princeton University,Social Sciences,,
T. Carnahan,Princeton University,Physics and Astronomy,,
F. M. Addesa,Princeton University,Physics and Astronomy,,
I. Y. Dodin,Princeton University,Physics and Astronomy,,
T. K. Chu,Princeton University,Physics and Astronomy,,
Jochen Wiedemann,Princeton University,Engineering,,
Tian Qiu,Princeton University,Physics and Astronomy,,
Y. Lai,Princeton University,Physics and Astronomy,,
Chan‐Jin Park,Princeton University,Dentistry,,
J. Thieman,Princeton University,Physics and Astronomy,,
Fei Liu,Princeton University,Engineering,,
David D. Caron,Princeton University,"Business, Management and Accounting",,
Jesse R. Farmer,Princeton University,Environmental Science,,
Jonathan Mummolo,Princeton University,Social Sciences,,
F. Ebrahimi,Princeton University,Physics and Astronomy,,
Rafaela Dancygier,Princeton University,Social Sciences,,
Eun‐Hwa Kim,Princeton University,Physics and Astronomy,,
Jason TenBarge,Princeton University,Physics and Astronomy,,
Basel Abdelazeem,Princeton University,Medicine,,
M. Galli,Princeton University,Physics and Astronomy,,
Keith E. Whittington,Princeton University,Social Sciences,,
Renuka Jindal,Princeton University,Engineering,,
Gang Liu,Princeton University,Computer Science,,
Michael R. MacArthur,Princeton University,Medicine,,
Robert Märk,Princeton University,Arts and Humanities,,
P. Titus,Princeton University,Engineering,,
Michael D. Gordin,Princeton University,Arts and Humanities,,
Ramesh Daggubati,Princeton University,Medicine,,
A. Foster,Princeton University,Physics and Astronomy,,
Michael Paluszek,Princeton University,Engineering,,
József Solymosi,Princeton University,Computer Science,,
Piyush Ranjan,Princeton University,Medicine,,
Nigel Smith,Princeton University,Arts and Humanities,,
Jacob Kaplan,Princeton University,Social Sciences,,
Hye Young You,Princeton University,"Business, Management and Accounting",,
P. Y. Lin,Princeton University,Immunology and Microbiology,,
Simon Ditchfield,Princeton University,Arts and Humanities,,
Alpheus Thomas Mason,Princeton University,Social Sciences,,
George Kiraz,Princeton University,Social Sciences,,
Hichem Bouchamaoui,Princeton University,Physics and Astronomy,,
Gabriele Hierlmeier,Princeton University,Materials Science,,
Allen C. Guelzo,Princeton University,Social Sciences,,
Elizabeth Roemer,Princeton University,Physics and Astronomy,,
David Bellos,Princeton University,Arts and Humanities,,
Heather Howard,Princeton University,Computer Science,,
Shannon J. Haynes,Princeton University,Environmental Science,,
François Rigolot,Princeton University,Arts and Humanities,,
Gilbert Chinard,Princeton University,Social Sciences,,
Yang Wang,Princeton University,Earth and Planetary Sciences,,
Siwoo Lee,Princeton University,"Pharmacology, Toxicology and Pharmaceutics",,
Christopher T Kenny,Princeton University,Social Sciences,,
Nicholas Kuipers,Princeton University,Social Sciences,,
Rainer Maria Kiesow,Princeton University,Social Sciences,,
Ameet Doshi,Princeton University,Social Sciences,,
WILLIAM SCHULZ,Princeton University,Chemistry,,
Richard H. Thornton,Princeton University,Arts and Humanities,,
Bradford P. Wilson,Princeton University,Social Sciences,,
Willow Dressel,Princeton University,"Business, Management and Accounting",,
T.C.W. Mak,Princeton University,Materials Science,,
