name,affiliation,department,gold_email,gold_website
M. Penzin,Yale University,Physics and Astronomy,,
Abha R. Gupta,Yale University,Neuroscience,,
Seong Jin Kim,Yale University,Physics and Astronomy,,
George Kubler,Yale University,Arts and Humanities,,
Inderjit Singh,Yale University,Agricultural and Biological Sciences,,
Yiyu Zhou,Yale University,Computer Science,,
Carlos Mena‐Hurtado,Yale University,Medicine,,
Kelly S. DeMartini,Yale University,Medicine,,
Michael Alperovich,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Michael D. Powers,Yale University,Neuroscience,,
Wei Dai,Yale University,Engineering,,
Roberto González Echevarría,Yale University,Arts and Humanities,,
Samuel Moyn,Yale University,Arts and Humanities,,
Oona A. Hathaway,Yale University,Social Sciences,,
Ellen J. Hoffman,Yale University,Neuroscience,,
K. E. Penski,Yale University,Physics and Astronomy,,
Cassius Iyad Ochoa Chaar,Yale University,Medicine,,
Zixing Chen,Yale University,Medicine,,
Paul El-Fishawy,Yale University,Neuroscience,,
Ian Johnson,Yale University,Social Sciences,,
K.K. Kidd,Yale University,"Biochemistry, Genetics and Molecular Biology",,
Thazin Nwe Aung,Yale University,Medicine,,
Thom Brooks,Yale University,Social Sciences,,
Christin A. Knowlton,Yale University,Physics and Astronomy,,
Leanne Brown,Yale University,"Business, Management and Accounting",,
Dietmar Brandes,Yale University,Agricultural and Biological Sciences,,
Lisa Soyeon Baik,Yale University,Neuroscience,,
Sarita Austin,Yale University,Psychology,,
Dorrit Hoffleit,Yale University,Physics and Astronomy,,
Norman Pagé,Yale University,Arts and Humanities,,
Megan Lyons,Yale University,Neuroscience,,
María de Lourdes,Yale University,"Economics, Econometrics and Finance",,
Volker Leppin,Yale University,Arts and Humanities,,
James W. Freeman,Yale University,Engineering,,
Clive Edwards,Yale University,Arts and Humanities,,
김상헌,Yale University,Engineering,,
Sean Henry,Yale University,Computer Science,,
Scott Hudnall,Yale University,Social Sciences,,
